Timestamp,EventID,Description
2024-07-15 15:55:14.0647632,1102.0,Log Cleared: Unknown
2024-07-15 15:55:14.1272487,104.0,Log Cleared: Unknown
2024-07-15 15:55:14.4712327,104.0,Log Cleared: Unknown
2024-07-15 15:55:14.4869028,104.0,Log Cleared: Unknown
2024-07-15 15:55:14.5177742,104.0,Log Cleared: Unknown
2024-07-15 15:55:54.8474864,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 15:56:10.0491802,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:01:24.4292999,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:01:24.5684820,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:01:25.0396094,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:01:25.5137693,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:01:25.9510367,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:01:55.5460470,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:10:40.5629636,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:10:40.6882002,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:11:13.2274590,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:15:03.0862242,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:15:03.1724629,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:21:46.9626650,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:27:44.4165265,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:27:44.4931575,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:31:20.1434175,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:32:20.5203556,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:33:22.3441192,7045.0,Service Installed: Visual Studio Installer Elevation Service
2024-07-15 16:33:45.0139032,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:35:08.2415567,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:36:00.7646381,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:36:16.5685973,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:36:21.1764793,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:41:03.5458192,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:15.4255596,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:16.1484385,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:35.2268173,4688.0,Process Created: Registry
2024-07-15 16:46:35.2309265,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 16:46:35.8188438,4688.0,Process Created: C:\Windows\System32\autochk.exe
2024-07-15 16:46:36.5174902,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 16:46:36.5878071,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 16:46:36.7834922,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 16:46:36.7872445,4688.0,Process Created: C:\Windows\System32\wininit.exe
2024-07-15 16:46:36.7944713,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 16:46:36.8639306,4688.0,Process Created: C:\Windows\System32\winlogon.exe
2024-07-15 16:46:36.9484016,4688.0,Process Created: C:\Windows\System32\services.exe
2024-07-15 16:46:37.0316347,4688.0,Process Created: C:\Windows\System32\lsass.exe
2024-07-15 16:46:37.1171765,4624.0,Logon: SYSTEM (Type 0)
2024-07-15 16:46:37.3483607,4624.0,Logon: UMFD-0 (Type 2)
2024-07-15 16:46:37.3503445,4624.0,Logon: UMFD-1 (Type 2)
2024-07-15 16:46:37.3515137,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:37.6978470,4624.0,Logon: NETWORK SERVICE (Type 5)
2024-07-15 16:46:37.8036543,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:38.0923139,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 16:46:38.0923315,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 16:46:38.4797650,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:38.5108774,4624.0,Logon: LOCAL SERVICE (Type 5)
2024-07-15 16:46:38.6777559,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:38.8253037,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:38.8478901,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:39.0389061,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:39.1682883,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:39.3431520,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:39.6080734,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:39.6571723,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:40.4705649,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:40.5521855,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:40.6215876,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:40.6990530,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:40.8686828,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:41.2852145,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:41.8323445,4624.0,Logon: user (Type 2)
2024-07-15 16:46:41.8323587,4624.0,Logon: user (Type 2)
2024-07-15 16:46:42.5427457,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:42.6068642,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:42.7026386,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:42.7672906,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:42.8291848,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:42.9455197,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:42.9481077,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:43.0032517,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:43.0980717,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:43.8459327,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:43.9940907,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:44.4468873,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:44.4647986,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:44.6640720,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:48.4218257,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:51.5220522,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:51.7725005,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:52.2030068,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:46:53.9535786,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:47:04.0535462,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:47:04.8118324,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:47:09.0693570,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:47:09.7453848,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:47:13.1540332,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:47:49.9425325,4624.0,Logon: user (Type 2)
2024-07-15 16:47:49.9425436,4624.0,Logon: user (Type 2)
2024-07-15 16:48:43.8223137,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:49:39.4865543,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:51:55.7485060,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:56:55.7426540,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:56:56.8455272,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:56:57.0538395,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:56:59.0893578,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:57:26.8773957,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:19.0984972,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:35.9944522,4688.0,Process Created: Registry
2024-07-15 16:59:35.9987317,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 16:59:36.3698536,4688.0,Process Created: C:\Windows\System32\autochk.exe
2024-07-15 16:59:37.3418221,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 16:59:37.4331473,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 16:59:37.6135468,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 16:59:37.6180910,4688.0,Process Created: C:\Windows\System32\wininit.exe
2024-07-15 16:59:37.6253991,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 16:59:37.7018370,4688.0,Process Created: C:\Windows\System32\winlogon.exe
2024-07-15 16:59:37.7842050,4688.0,Process Created: C:\Windows\System32\services.exe
2024-07-15 16:59:37.8350032,4688.0,Process Created: C:\Windows\System32\lsass.exe
2024-07-15 16:59:37.9049938,4624.0,Logon: SYSTEM (Type 0)
2024-07-15 16:59:38.1117927,4624.0,Logon: UMFD-0 (Type 2)
2024-07-15 16:59:38.1118594,4624.0,Logon: UMFD-1 (Type 2)
2024-07-15 16:59:38.1127306,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:38.3035316,4624.0,Logon: NETWORK SERVICE (Type 5)
2024-07-15 16:59:38.3501729,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:38.5420679,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:38.5453524,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:38.5506268,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 16:59:38.5506385,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 16:59:38.5627052,4624.0,Logon: LOCAL SERVICE (Type 5)
2024-07-15 16:59:38.6879461,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:38.8625287,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:38.9312938,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:39.0724828,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:39.3602297,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:39.5631507,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:39.6282480,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:39.9062190,4624.0,Logon: user (Type 2)
2024-07-15 16:59:39.9062304,4624.0,Logon: user (Type 2)
2024-07-15 16:59:39.9648256,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:40.0797526,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:40.1632463,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:40.3089969,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:40.3707649,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:40.6306259,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.3483513,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.5149240,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.5201439,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.5782730,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.6303967,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.7287059,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.7938517,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:41.8398283,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:42.1497257,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:42.1846394,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:42.6112033,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:42.7678282,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:43.1062829,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:43.5507904,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:46.5708552,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:49.3622703,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:49.7428811,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:50.1819154,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 16:59:51.8709345,4624.0,Logon: user (Type 2)
2024-07-15 16:59:51.8709452,4624.0,Logon: user (Type 2)
2024-07-15 16:59:52.2335291,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:00:00.1432640,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:00:03.4842965,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:00:07.9350418,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:00:08.7138932,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:00:12.3308667,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:00.3687597,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:41.9244821,4688.0,Process Created: Registry
2024-07-15 17:01:41.9279301,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 17:01:42.3927937,4688.0,Process Created: C:\Windows\System32\autochk.exe
2024-07-15 17:01:43.3911532,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 17:01:43.4903699,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 17:01:43.6979712,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 17:01:43.7034526,4688.0,Process Created: C:\Windows\System32\wininit.exe
2024-07-15 17:01:43.7104545,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 17:01:43.7690214,4688.0,Process Created: C:\Windows\System32\winlogon.exe
2024-07-15 17:01:43.8895901,4688.0,Process Created: C:\Windows\System32\services.exe
2024-07-15 17:01:43.9396217,4688.0,Process Created: C:\Windows\System32\lsass.exe
2024-07-15 17:01:44.0143669,4624.0,Logon: SYSTEM (Type 0)
2024-07-15 17:01:44.2263157,4624.0,Logon: UMFD-0 (Type 2)
2024-07-15 17:01:44.2265707,4624.0,Logon: UMFD-1 (Type 2)
2024-07-15 17:01:44.2291532,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:44.4053239,4624.0,Logon: NETWORK SERVICE (Type 5)
2024-07-15 17:01:44.4523315,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:44.6433287,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:44.6450263,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:44.6537841,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 17:01:44.6537951,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 17:01:44.6726797,4624.0,Logon: LOCAL SERVICE (Type 5)
2024-07-15 17:01:44.7667069,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:44.9471072,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:44.9706465,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:45.1570658,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:45.3677153,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:45.5969889,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:45.6484159,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:46.2336594,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:46.2804564,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:46.3314698,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:46.3570605,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:46.8254390,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.0868162,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.5804241,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.6508970,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.6769876,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.7466383,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.7839017,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.8323030,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.9002125,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:47.9745975,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:48.6852566,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:49.1561940,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:49.2681149,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:49.4215123,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:49.5727294,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:50.8453660,4624.0,Logon: user (Type 2)
2024-07-15 17:01:50.8453779,4624.0,Logon: user (Type 2)
2024-07-15 17:01:52.1276186,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:54.7595201,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:55.5474005,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:57.6953076,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:01:58.0921058,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:02:00.5830803,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:02:08.5773207,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:02:10.2594984,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:02:15.6299565,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:02:16.1395768,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:02:22.9999545,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:02:34.6818725,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:24.0393069,4688.0,Process Created: Registry
2024-07-15 17:03:24.0439877,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 17:03:24.3623139,4688.0,Process Created: C:\Windows\System32\autochk.exe
2024-07-15 17:03:25.3555450,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 17:03:25.4353175,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 17:03:25.6349611,4688.0,Process Created: C:\Windows\System32\smss.exe
2024-07-15 17:03:25.6424992,4688.0,Process Created: C:\Windows\System32\wininit.exe
2024-07-15 17:03:25.6449506,4688.0,Process Created: C:\Windows\System32\csrss.exe
2024-07-15 17:03:25.7120889,4688.0,Process Created: C:\Windows\System32\winlogon.exe
2024-07-15 17:03:25.8478792,4688.0,Process Created: C:\Windows\System32\services.exe
2024-07-15 17:03:25.9197233,4688.0,Process Created: C:\Windows\System32\lsass.exe
2024-07-15 17:03:25.9970705,4624.0,Logon: SYSTEM (Type 0)
2024-07-15 17:03:26.2162325,4624.0,Logon: UMFD-0 (Type 2)
2024-07-15 17:03:26.2169299,4624.0,Logon: UMFD-1 (Type 2)
2024-07-15 17:03:26.2280860,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:26.4556908,4624.0,Logon: NETWORK SERVICE (Type 5)
2024-07-15 17:03:26.5035121,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:26.7367847,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:26.7417053,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:26.7460245,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 17:03:26.7460348,4624.0,Logon: DWM-1 (Type 2)
2024-07-15 17:03:26.7631935,4624.0,Logon: LOCAL SERVICE (Type 5)
2024-07-15 17:03:26.9357243,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:27.1922362,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:27.2767546,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:27.3302202,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:27.8504052,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:28.1090109,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:28.1627225,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:29.1048263,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:29.3790945,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:29.4510733,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:29.4522710,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:29.6764190,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:29.9018585,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:30.5378547,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:30.6653484,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:30.7063625,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:30.8163853,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:30.8473882,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:31.0225496,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:31.1361996,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:31.1377053,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:32.0136142,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:32.3882458,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:32.8488770,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:32.9970600,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:33.0985471,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:34.7260805,4624.0,Logon: user (Type 2)
2024-07-15 17:03:34.7260974,4624.0,Logon: user (Type 2)
2024-07-15 17:03:35.0506774,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:36.0600321,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:38.7087497,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:43.9895873,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:44.7157444,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:48.0659446,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:52.9916104,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:03:57.9213495,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:04:00.0368666,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:04:05.3597716,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:04:13.2765287,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:05:06.3418765,4624.0,Logon: SYSTEM (Type 5)
2024-07-15 17:05:32.5682317,4624.0,Logon: SYSTEM (Type 5)
